hfdst;icd_code;diagnose;nis_code;arrondissement_van_woonplaats_van_de_patiënt;klass_hosp;dag_hosp
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;38.0;Veurne;5;20
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;41.0;Aalst;13;135
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;42.0;Dendermonde;10;58
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;43.0;Eeklo;< 5;10
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;44.0;Gent;24;154
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;45.0;Oudenaarde;10;62
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;46.0;Sint-Niklaas;19;78
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;51.0;Aat;0;8
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;52.0;Charleroi;36;118
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;53.0;Bergen;< 5;12
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;54.0;Moeskroen;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;55.0;Zinnik;6;48
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;56.0;Thuin;6;28
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;57.0;Doornik;6;19
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;61.0;Hoei;7;13
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;62.0;Luik;27;87
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;63.0;Verviers;11;43
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;64.0;Borgworm;< 5;12
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;71.0;Hasselt;14;94
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;72.0;Maaseik;13;92
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;73.0;Tongeren;10;55
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;81.0;Aarlen;< 5;12
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;82.0;Bastenaken;< 5;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;83.0;Marche-en-Famenne;< 5;15
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;84.0;Neufchâteau;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;85.0;Virton;< 5;7
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;91.0;Dinant;5;18
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;92.0;Namen;14;48
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);632;Missed abortion;93.0;Philippeville;< 5;11
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;0.0;Buitenlands verblijf;24;7
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;11.0;Antwerpen;144;43
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;12.0;Mechelen;35;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;13.0;Turnhout;46;23
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;21.0;Brussel-Hoofdstad;233;31
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;23.0;Halle-Vilvoorde;67;13
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;24.0;Leuven;52;10
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;25.0;Nijvel;56;24
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;31.0;Brugge;31;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;32.0;Diksmuide;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;33.0;Ieper;6;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;34.0;Kortrijk;38;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;35.0;Oostende;16;8
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;36.0;Roeselare;14;7
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;37.0;Tielt;8;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;38.0;Veurne;5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;41.0;Aalst;37;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;42.0;Dendermonde;23;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;43.0;Eeklo;8;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;44.0;Gent;71;8
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;45.0;Oudenaarde;16;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;46.0;Sint-Niklaas;28;8
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;51.0;Aat;6;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;52.0;Charleroi;65;18
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;53.0;Bergen;35;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;54.0;Moeskroen;9;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;55.0;Zinnik;23;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;56.0;Thuin;27;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;57.0;Doornik;19;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;61.0;Hoei;18;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;62.0;Luik;128;13
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;63.0;Verviers;34;6
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;64.0;Borgworm;13;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;71.0;Hasselt;50;16
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;72.0;Maaseik;14;25
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;73.0;Tongeren;28;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;81.0;Aarlen;7;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;82.0;Bastenaken;7;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;83.0;Marche-en-Famenne;7;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;84.0;Neufchâteau;7;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;85.0;Virton;11;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;91.0;Dinant;16;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;92.0;Namen;55;7
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);633;Ectopische zwangerschap;93.0;Philippeville;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;0.0;Buitenlands verblijf;22;39
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;11.0;Antwerpen;128;368
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;12.0;Mechelen;37;126
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;13.0;Turnhout;25;111
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;21.0;Brussel-Hoofdstad;268;385
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;23.0;Halle-Vilvoorde;54;203
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;24.0;Leuven;26;79
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;25.0;Nijvel;54;90
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;31.0;Brugge;12;63
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;32.0;Diksmuide;< 5;21
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;33.0;Ieper;13;49
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;34.0;Kortrijk;23;43
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;35.0;Oostende;8;78
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;36.0;Roeselare;6;47
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;37.0;Tielt;< 5;17
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;38.0;Veurne;< 5;9
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;41.0;Aalst;29;65
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;42.0;Dendermonde;19;81
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;43.0;Eeklo;< 5;15
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;44.0;Gent;46;220
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;45.0;Oudenaarde;12;14
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;46.0;Sint-Niklaas;32;119
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;51.0;Aat;8;30
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;52.0;Charleroi;76;101
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;53.0;Bergen;21;69
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;54.0;Moeskroen;15;49
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;55.0;Zinnik;26;23
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;56.0;Thuin;30;20
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;57.0;Doornik;11;33
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;61.0;Hoei;10;66
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;62.0;Luik;168;254
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;63.0;Verviers;34;180
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;64.0;Borgworm;12;24
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;71.0;Hasselt;38;119
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;72.0;Maaseik;21;89
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;73.0;Tongeren;21;61
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;81.0;Aarlen;9;15
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;82.0;Bastenaken;7;25
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;83.0;Marche-en-Famenne;7;19
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;84.0;Neufchâteau;8;10
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;85.0;Virton;6;16
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;91.0;Dinant;17;28
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;92.0;Namen;48;83
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;93.0;Philippeville;9;14
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);634;Spontane abortus;99.0;Zonder vast verblijf;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;0.0;Buitenlands verblijf;17;26
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;11.0;Antwerpen;65;305
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;12.0;Mechelen;21;15
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;13.0;Turnhout;28;29
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;21.0;Brussel-Hoofdstad;114;252
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;23.0;Halle-Vilvoorde;33;105
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;24.0;Leuven;42;18
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;25.0;Nijvel;24;114
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;31.0;Brugge;6;15
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;32.0;Diksmuide;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;33.0;Ieper;6;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;34.0;Kortrijk;16;30
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;35.0;Oostende;5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;36.0;Roeselare;7;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;37.0;Tielt;10;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;38.0;Veurne;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;41.0;Aalst;15;18
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;42.0;Dendermonde;10;16
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;43.0;Eeklo;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;44.0;Gent;29;121
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;45.0;Oudenaarde;< 5;9
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;46.0;Sint-Niklaas;19;28
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;51.0;Aat;< 5;59
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;52.0;Charleroi;54;184
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;53.0;Bergen;18;314
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;54.0;Moeskroen;< 5;96
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;55.0;Zinnik;16;157
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;56.0;Thuin;21;95
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;57.0;Doornik;7;126
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;61.0;Hoei;11;22
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;62.0;Luik;64;104
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;63.0;Verviers;8;63
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;64.0;Borgworm;9;13
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;71.0;Hasselt;29;12
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;72.0;Maaseik;18;11
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;73.0;Tongeren;15;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;81.0;Aarlen;6;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;82.0;Bastenaken;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;83.0;Marche-en-Famenne;< 5;15
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;84.0;Neufchâteau;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;85.0;Virton;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;91.0;Dinant;6;11
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;92.0;Namen;30;45
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;93.0;Philippeville;< 5;15
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);635;Legale abortus;99.0;Zonder vast verblijf;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;0.0;Buitenlands verblijf;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;11.0;Antwerpen;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;12.0;Mechelen;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;13.0;Turnhout;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;21.0;Brussel-Hoofdstad;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;23.0;Halle-Vilvoorde;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;24.0;Leuven;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;25.0;Nijvel;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;41.0;Aalst;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;42.0;Dendermonde;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;44.0;Gent;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;52.0;Charleroi;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;62.0;Luik;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;63.0;Verviers;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;82.0;Bastenaken;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;83.0;Marche-en-Famenne;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;91.0;Dinant;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;92.0;Namen;< 5;14
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);636;Illegale abortus;93.0;Philippeville;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;0.0;Buitenlands verblijf;0;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;11.0;Antwerpen;< 5;6
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;12.0;Mechelen;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;13.0;Turnhout;< 5;6
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;21.0;Brussel-Hoofdstad;13;469
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;23.0;Halle-Vilvoorde;0;94
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;24.0;Leuven;0;12
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;25.0;Nijvel;< 5;22
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;31.0;Brugge;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;34.0;Kortrijk;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;35.0;Oostende;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;36.0;Roeselare;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;38.0;Veurne;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;41.0;Aalst;0;14
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;42.0;Dendermonde;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;43.0;Eeklo;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;44.0;Gent;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;45.0;Oudenaarde;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;46.0;Sint-Niklaas;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;51.0;Aat;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;52.0;Charleroi;< 5;10
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;53.0;Bergen;0;7
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;54.0;Moeskroen;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;55.0;Zinnik;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;56.0;Thuin;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;57.0;Doornik;0;11
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;62.0;Luik;< 5;6
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;63.0;Verviers;< 5;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;64.0;Borgworm;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;71.0;Hasselt;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;72.0;Maaseik;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;73.0;Tongeren;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;81.0;Aarlen;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;82.0;Bastenaken;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;85.0;Virton;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;91.0;Dinant;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;92.0;Namen;< 5;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);637;Niet gespecificeerde abortus;93.0;Philippeville;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;11.0;Antwerpen;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;12.0;Mechelen;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;13.0;Turnhout;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;21.0;Brussel-Hoofdstad;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;23.0;Halle-Vilvoorde;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;24.0;Leuven;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;25.0;Nijvel;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;46.0;Sint-Niklaas;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;53.0;Bergen;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;63.0;Verviers;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;81.0;Aarlen;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;82.0;Bastenaken;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);638;Mislukte inleiding van abortus;92.0;Namen;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;0.0;Buitenlands verblijf;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;11.0;Antwerpen;19;12
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;12.0;Mechelen;6;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;13.0;Turnhout;6;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;21.0;Brussel-Hoofdstad;11;27
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;23.0;Halle-Vilvoorde;< 5;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;24.0;Leuven;5;< 5
