chap;code_icd;diagnostic;code_ins;arrondissement_du_domicile_du_patient;hosp_class;hosp_de_jour
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;37.0;Tielt;149;0
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;38.0;Furnes;154;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;41.0;Alost;666;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;42.0;Termonde;439;11
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;43.0;Eeklo;173;0
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;44.0;Gand;1112;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;45.0;Audenarde;288;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;46.0;Saint-Nicolas;501;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;51.0;Ath;115;0
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;52.0;Charleroi;740;5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;53.0;Mons;213;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;54.0;Mouscron;163;0
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;55.0;Soignies;304;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;56.0;Thuin;232;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;57.0;Tournai;361;0
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;61.0;Huy;64;7
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;62.0;Liège;264;31
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;63.0;Verviers;234;8
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;64.0;Waremme;52;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;71.0;Hasselt;1045;6
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;72.0;Maaseik;675;6
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;73.0;Tongres;453;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;81.0;Arlon;124;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;82.0;Bastogne;55;0
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;83.0;Marche-en-Famenne;80;0
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;84.0;Neufchâteau;100;0
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;85.0;Virton;105;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;91.0;Dinant;182;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;92.0;Namur;576;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;93.0;Philippeville;129;< 5
8 - Maladies de l'appareil respiratoire (460-519);486;Pneumonie due à un organisme non spécifié;99.0;Sans domicile fixe;8;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;0.0;Domicile étranger;19;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;11.0;Anvers;227;< 5
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;12.0;Malines;60;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;13.0;Turnhout;123;< 5
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;21.0;Bruxelles-Capitale;191;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;23.0;Hal-Vilvorde;86;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;24.0;Louvain;96;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;25.0;Nivelles;52;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;31.0;Bruges;74;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;32.0;Dixmude;16;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;33.0;Ypres;44;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;34.0;Courtrai;48;< 5
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;35.0;Ostende;24;< 5
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;36.0;Roulers;51;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;37.0;Tielt;13;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;38.0;Furnes;14;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;41.0;Alost;47;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;42.0;Termonde;30;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;43.0;Eeklo;30;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;44.0;Gand;77;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;45.0;Audenarde;25;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;46.0;Saint-Nicolas;28;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;51.0;Ath;15;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;52.0;Charleroi;54;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;53.0;Mons;30;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;54.0;Mouscron;26;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;55.0;Soignies;30;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;56.0;Thuin;25;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;57.0;Tournai;8;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;61.0;Huy;25;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;62.0;Liège;85;< 5
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;63.0;Verviers;51;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;64.0;Waremme;10;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;71.0;Hasselt;62;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;72.0;Maaseik;19;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;73.0;Tongres;29;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;81.0;Arlon;10;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;82.0;Bastogne;6;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;83.0;Marche-en-Famenne;5;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;84.0;Neufchâteau;7;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;85.0;Virton;11;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;91.0;Dinant;15;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;92.0;Namur;34;0
8 - Maladies de l'appareil respiratoire (460-519);487;Influenza;93.0;Philippeville;11;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;0.0;Domicile étranger;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;11.0;Anvers;8;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;12.0;Malines;6;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;13.0;Turnhout;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;21.0;Bruxelles-Capitale;18;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;24.0;Louvain;9;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;25.0;Nivelles;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;31.0;Bruges;15;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;34.0;Courtrai;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;36.0;Roulers;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;37.0;Tielt;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;38.0;Furnes;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;42.0;Termonde;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;43.0;Eeklo;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;44.0;Gand;11;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;45.0;Audenarde;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;51.0;Ath;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;53.0;Mons;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;61.0;Huy;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;62.0;Liège;8;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;64.0;Waremme;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;71.0;Hasselt;12;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;72.0;Maaseik;5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;73.0;Tongres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;91.0;Dinant;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);488;Influenza due à certains virus identifiés de l'influenza;92.0;Namur;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;0.0;Domicile étranger;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;11.0;Anvers;89;11
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;12.0;Malines;41;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;13.0;Turnhout;41;5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;21.0;Bruxelles-Capitale;80;6
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;23.0;Hal-Vilvorde;50;5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;24.0;Louvain;29;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;25.0;Nivelles;5;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;31.0;Bruges;21;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;32.0;Dixmude;8;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;33.0;Ypres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;34.0;Courtrai;70;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;35.0;Ostende;20;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;36.0;Roulers;32;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;37.0;Tielt;19;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;38.0;Furnes;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;41.0;Alost;66;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;42.0;Termonde;21;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;43.0;Eeklo;35;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;44.0;Gand;46;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;45.0;Audenarde;12;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;46.0;Saint-Nicolas;13;6
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;51.0;Ath;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;52.0;Charleroi;67;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;53.0;Mons;24;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;54.0;Mouscron;17;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;55.0;Soignies;21;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;56.0;Thuin;13;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;57.0;Tournai;24;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;61.0;Huy;20;6
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;62.0;Liège;58;78
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;63.0;Verviers;17;6
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;64.0;Waremme;10;7
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;71.0;Hasselt;59;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;72.0;Maaseik;23;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;73.0;Tongres;66;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;81.0;Arlon;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;82.0;Bastogne;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;83.0;Marche-en-Famenne;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;84.0;Neufchâteau;8;0
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;85.0;Virton;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;91.0;Dinant;9;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;92.0;Namur;16;< 5
8 - Maladies de l'appareil respiratoire (460-519);490;Bronchite, non spécifiée aiguë ni chronique;93.0;Philippeville;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;0.0;Domicile étranger;184;< 5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;11.0;Anvers;2112;52
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;12.0;Malines;665;12
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;13.0;Turnhout;1252;86
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;21.0;Bruxelles-Capitale;2287;34
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;23.0;Hal-Vilvorde;952;19
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;24.0;Louvain;1036;17
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;25.0;Nivelles;745;11
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;31.0;Bruges;571;12
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;32.0;Dixmude;109;< 5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;33.0;Ypres;222;76
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;34.0;Courtrai;798;14
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;35.0;Ostende;441;5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;36.0;Roulers;423;9
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;37.0;Tielt;354;9
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;38.0;Furnes;109;6
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;41.0;Alost;685;< 5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;42.0;Termonde;449;8
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;43.0;Eeklo;128;0
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;44.0;Gand;1094;15
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;45.0;Audenarde;274;7
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;46.0;Saint-Nicolas;560;9
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;51.0;Ath;149;< 5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;52.0;Charleroi;1619;54
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;53.0;Mons;642;7
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;54.0;Mouscron;243;< 5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;55.0;Soignies;550;< 5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;56.0;Thuin;426;7
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;57.0;Tournai;292;5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;61.0;Huy;300;5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;62.0;Liège;2491;56
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;63.0;Verviers;691;12
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;64.0;Waremme;227;9
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;71.0;Hasselt;1343;22
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;72.0;Maaseik;736;7
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;73.0;Tongres;660;7
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;81.0;Arlon;147;0
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;82.0;Bastogne;142;10
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;83.0;Marche-en-Famenne;185;8
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;84.0;Neufchâteau;115;0
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;85.0;Virton;116;0
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;91.0;Dinant;411;< 5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;92.0;Namur;861;7
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;93.0;Philippeville;196;5
8 - Maladies de l'appareil respiratoire (460-519);491;Bronchite chronique;99.0;Sans domicile fixe;28;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;0.0;Domicile étranger;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;11.0;Anvers;12;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;12.0;Malines;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;13.0;Turnhout;6;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;21.0;Bruxelles-Capitale;19;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;23.0;Hal-Vilvorde;6;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;24.0;Louvain;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;25.0;Nivelles;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;31.0;Bruges;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;32.0;Dixmude;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;33.0;Ypres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;34.0;Courtrai;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;35.0;Ostende;6;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;36.0;Roulers;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;37.0;Tielt;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;38.0;Furnes;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;41.0;Alost;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;42.0;Termonde;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;43.0;Eeklo;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;44.0;Gand;12;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;45.0;Audenarde;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;46.0;Saint-Nicolas;5;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;52.0;Charleroi;10;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;53.0;Mons;5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;54.0;Mouscron;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;55.0;Soignies;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;56.0;Thuin;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;57.0;Tournai;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;61.0;Huy;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;62.0;Liège;9;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;63.0;Verviers;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;64.0;Waremme;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;71.0;Hasselt;8;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;72.0;Maaseik;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;73.0;Tongres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;82.0;Bastogne;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;84.0;Neufchâteau;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;91.0;Dinant;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);492;Emphysème;92.0;Namur;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;0.0;Domicile étranger;85;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;11.0;Anvers;707;18
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;12.0;Malines;178;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;13.0;Turnhout;256;9
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;21.0;Bruxelles-Capitale;793;12
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;23.0;Hal-Vilvorde;264;5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;24.0;Louvain;170;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;25.0;Nivelles;169;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;31.0;Bruges;112;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;32.0;Dixmude;25;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;33.0;Ypres;30;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;34.0;Courtrai;184;6
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;35.0;Ostende;86;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;36.0;Roulers;80;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;37.0;Tielt;71;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;38.0;Furnes;24;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;41.0;Alost;253;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;42.0;Termonde;103;5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;43.0;Eeklo;65;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;44.0;Gand;354;9
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;45.0;Audenarde;110;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;46.0;Saint-Nicolas;138;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;51.0;Ath;37;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;52.0;Charleroi;249;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;53.0;Mons;141;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;54.0;Mouscron;92;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;55.0;Soignies;117;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;56.0;Thuin;98;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;57.0;Tournai;118;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;61.0;Huy;54;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;62.0;Liège;404;6
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;63.0;Verviers;146;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;64.0;Waremme;33;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;71.0;Hasselt;143;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;72.0;Maaseik;110;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;73.0;Tongres;103;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;81.0;Arlon;28;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;82.0;Bastogne;18;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;83.0;Marche-en-Famenne;26;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;84.0;Neufchâteau;22;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;85.0;Virton;24;< 5
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;91.0;Dinant;50;< 5
